OTUID,rbcL-105PS0090-230913-MALG1-S1,rbcL-105PS0259-230914-MALG1-S1,rbcL-105PS2260-230816-MALG1-S1,rbcL-106PS0371-230912-MALG1-S1,rbcL-111FS0008-230602-MALG1-S1,rbcL-113PS0356-190625-MALG1-S1,rbcL-113PSO360-190619-MALG1-S1,rbcL-201HAL100-170619-MALG1-S1,rbcL-201LAG0220-170626-MALG1-S1,rbcL-201LAG050-170627-MALG1-S1,rbcL-201LAG065-170612-MALG1-S1,rbcL-201LAG103-170612-MALG1-S1,rbcL-201LAG150-170515-MALG1-S1,rbcL-201LAG160-170524-MALG1-S1,rbcL-201LAG175-170627-MALG1-S1,rbcL-201LAG242-170615-MALG1-S1,rbcL-201LAG280-170614-MALG1-S1,rbcL-201LAG300-170614-MALG1-S1,rbcL-201LAG380-170613-MALG1-S1,rbcL-201NIC400-170516-MALG1-S1,rbcL-201WLK098-170622-MALG1-S1,rbcL-201WLK120-170517-MALG1-S1,rbcL-201WLK178-170522-MALG1-S1,rbcL-201WLK190-170522-MALG1-S1,rbcL-202BUT020-170607-MALG1-S1,rbcL-202BUT030-170620-MALG1-S1,rbcL-202BUT040-170607-MALG1-S1,rbcL-202BUT050-170608-MALG1-S1,rbcL-202PES060-170621-MALG1-S1,rbcL-202PES140-170601-MALG1-S1,rbcL-202PES162-170606-MALG1-S1,rbcL-202PES170-230725-MALG1-S1,rbcL-202PES180-170531-MALG1-S1,rbcL-202PES190-170531-MALG1-S1,rbcL-202PES240-170530-MALG1-S1,rbcL-202R00024-230724-MALG1-S1,rbcL-202SGR076-180613-BLANK-S1,rbcL-204AM0140-230509-MALG1-S1,rbcL-204AMO0-1-190609-MALG1-S1,rbcL-204AMO190-230624-MALG1-S1,rbcL-205R00769-2-180510-MALG1-S1,rbcL-205R01771-160603-MALG1-S1,rbcL-205R01771-160613-MALG1-S1,rbcL-205R02547-160601-MALG1-S1,rbcL-205R02547-160601-MALG2-S1,rbcL-205R02602-160602-MALG1-S1,rbcL-205R02602-160602-MALG2-S1,rbcL-205R02730-160601-MALG1-S1,rbcL-205R02730-160601-MALG2-S1,rbcL-205R02762-160602-MALG1-S1,rbcL-205R02762-160602-MALG2-S1,rbcL-205R04217-1-180503-MALG1-S1,rbcL-308PWCAH1-230726-BLANK-S1,rbcL-308PWCAH1-230726-MALG1-S1,rbcL-308PWCAH1-230726-MALG2-S1,rbcL-308PWCAH1-230726-MALG3-S1,rbcL-314SYP-240628-MALG2-S1,rbcL-315CAP-240523-MALG1-S1,rbcL-315CAP-240523-MALG2-S1,rbcL-315CAU-240522-MALG1-S1,rbcL-315CAU-240522-MALG2-S1,rbcL-315DOS-230524-MALG1-S1,rbcL-315DOS-240524-MALG2-S1,rbcL-315GAI-230524-MALG1-S1,rbcL-315GAI-240524-MALG2-S1,rbcL-315MIU-230523-MALG2-S1,rbcL-315RSB-230522-MALG2-S1,rbcL-315RSB-240522-MALG1-S1,rbcL-402PS0048-210519-MALG1-S1,rbcL-402PS0048-210519-MALG2-S1,rbcL-402WE0536-210519-BLANK-S1,rbcL-402WE0536-210519-MALG1-S1,rbcL-402WE0536-210519-MALG2-S1,rbcL-403CE0188-160526-MALG1-S1,rbcL-403CE0188-160526-MALG2-S1,rbcL-403WE0560-210520-MALG1-S1,rbcL-403WE0560-210520-MALG2-S1,rbcL-404BA0852-210518-MALG1-S1,rbcL-404BA0852-210518-MALG2-S1,rbcL-404R4S008-210508-MALG1-S1,rbcL-404R4S008-210518-MALG1-S1,rbcL-404R4S029-210527-MALG1-S1,rbcL-408PS0032-210525-MALG1-S1,rbcL-408WE0654-210525-MALG1-S1,rbcL-513PS0008-230614-MALG1-S1,rbcL-513STCAIV-210607-MALG1-S1,rbcL-514DNCLDC-210922-MALG1-S1,rbcL-514SFA222-211021-MALG1-S1,rbcL-517LCCAYB-210721-MALG1-S1,rbcL-517LCCAYB-210721-MALG2-S1,rbcL-517PSC038-210630-MALG1-S1,rbcL-518CDS022-210630-MALG1-S1,rbcL-518RCAJNC-220706-MALG1-S1,rbcL-532MKN078-230814-MALG1-S1,rbcL-534SED001-210803-MALG1-S1,rbcL-537R5NPFA-210517-MALG1-S1,rbcL-554NMCCVM-230929-MALG1-S1,rbcL-554NMCCVM-230929-QUAL1-S1,rbcL-603WRK001-230905-MALG1-S1,rbcL-603WRK001-230905-MALG2-S1,rbcL-632CHV001-210706-MALG1-S1,rbcL-634BMCH89-210707-MALG1-S1,rbcL-801BBMC01-230628-MALG1-S1,rbcL-801BBRC01-230628-MALG-BL,rbcL-801BBRC01-230628-MALG1-S1,rbcL-801M16728-230516-MALG1-S1,rbcL-801M16739-230517-BLANK-S1,rbcL-801M16740-230518-BLANK-S1,rbcL-801M16740-230518-MALG1-S1,rbcL-801S18169-230518-MALG1-S1,rbcL-801S31343-230627-MALG1-S1,rbcL-801WE1043-230626-MALG1-S1,rbcL-901BELOLV-220414-MALG1-S1,rbcL-901NP9MRC-170327-MALG1-S1,rbcL-902M18865-160505-MALG1-S1,rbcL-902SCSCRx-220603-MALG1-S1,rbcL-902SCSCRx-230712-QUAL1-S1,rbcL-903ACPCT1-210519-MALG1-S1,rbcL-903ACPCT1-220427-MALG1-S1,rbcL-903ACPCT1-220427-MALG2-S1,rbcL-903ACPCT1-220427-MALG3-S1,rbcL-903ACPCT1-230629-QUAL1-S1,rbcL-903ACPCT1DUP-220427-MALG1-S1,rbcL-903ACPCT1DUP-220427-MALG2-S1,rbcL-903ACPCT1DUP-220427-MALG3-S1,rbcL-903FCPSPx-210630-MALG1-S1,rbcL-903NP9SLR-170419-MALG1-S1,rbcL-903NP9UAC-210607-MALG1-S1,rbcL-903NP9UAC-220510-MALG1-S1,rbcL-903PCPMPx-210623-MALG1-S1,rbcL-904M21729-160614-MALG1-S1,rbcL-904WE1125-160614-MALG1-S1,rbcL-905BMCCGx-210521-MALG1-S1,rbcL-906LPCYNM-160824-MALG1-S1,rbcL-906LPCYNO-160824-MALG1-S1,rbcL-906LPCYNU-160824-MALG1-S1,rbcL-907M23348-160617-MALG1-S1,rbcL-907NPSSVC-220405-MALG1-S1,rbcL-907SDBOC2-220503-MALG1-S1,rbcL-907TCB-171108-MALG2-S1,rbcL-907TEMREF-220325-MALG2-S1,rbcL-909CLASASR-210602-MALG1-S1,rbcL-909M24925-160510-MALG1-S1,rbcL-909M24937-160622-MALG1-S1,rbcL-909NP9UNT-170403-MALG1-S1,rbcL-909SWCASR-170502-MALG1-S1,rbcL-909SWCASR-230608-MALG2-S1,rbcL-909SWCYNM-160824-MALG1-S1,rbcL-909SWCYNO-160824-MALG1-S1,rbcL-910OTCYNM-160824-MALG1-S1,rbcL-911GSCAPV-220418-MALG1-S1,rbcL-911KCKCRx-210527-MALG1-S1,rbcL-911M24926-160323-MALG1-S1,rbcL-911NCPCRx-220413-MALG1-S1,rbcL-911NCPCRx-220413-MALG2-S1,rbcL-911NCPCRx-220425-MALG1-S1,rbcL-911NCPCRx-220425-MALG2-S1,rbcL-911NCPCRx-220616-MALG1-S1,rbcL-911PS0794-220419-MALG1-S1,rbcL-911PS0794-220419-MALG2-S1,rbcL-911TJKC1x-210512-MALG1-S1,rbcL-911TJKC1x-220406-MALG1-S1,rbcL-911TJKC1x-220406-MALG2-S1,rbcL-911TJKC1x-220425-MALG1-S1,rbcL-911TJKC1x-230610-MALG1-S1,rbcL-911TJLCC2-210610-MALG1-S1,rbcL-911TJPCV1-230627-QUAL2-S1,rbcL-911TJPVC1-210614-MALG1-S1,rbcL-COY114-160609-MALG1-S1,rbcL-COY121-160609-MALG1-S1,rbcL-FIELDQA-170608-MALG1-S1,rbcL-FIELDQA-170615-MALG1-S1,rbcL-FIELDQA-170619-MALG1-S1,rbcL-FIELDQA-230726-MALG1-S1,rbcL-FIELDQA-230726-MALG2-S1,rbcL-FIELDQA2-240522-BLANK-S1,rbcL-FIELDQA3-240522-BLANK-S1,rbcL-NRS23CA10003-230613-MALG1-S1,rbcL-SMC0026-160505-MALG1-S1,rbcL-SMC01097-160506-MALG1-S1,rbcL-SMC2-21725-160517-MALG1-S1,rbcL-SMC2-21737-160517-MALG2-S1,rbcL-WCAP990662-160510-MALG1-S1,ConsensusLineage
cf2ef5a0996c0cb2a7b1e98e787d85ac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
5a99f84619645812e3a7ff9377bfab59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
6c0b0263a4d3c93d276eab32f5574b9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
a8f574a1693b9c9a865c775697c2adb7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
57c32597cb6e03f7871f51eee4d08b30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
03a982195e7f68dce380850eb0cf2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
15cb16f6f1ec07cab85e2463d4d6b65e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
7dce7c1b37d491d9f6b5b0a7cde45a1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
d88bcdaf397b4ec67e89b94864e0b3d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
e19a6f0afd07a94820c408dd7bb2668b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
7c1d130050ed053fcab3216bfc54d5d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
77c0cf1fc431ad2be754c52eab9a6ee2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
38a8d8f58f219abc3cc0251daa5e63de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
bc73bee7ed8133ba5e797e8c7c5e4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
718d9d960eb5a559683a08b049c9f5c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
70a5210e31219500942b62393562ac3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
713670f3b78af832ebca84d1b8952dee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
b53b8e65fe6a9ebbe2b607baf8fa718f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
a87c41075a0f54c087b0cdf2dbc68836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
e5633313cf826196467e56702ef609af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
526f14f26af918c9204d91352fe75f9a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
a5fceda8ca83b4b10a003cb228242dfa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
1fcf5b254a5259ca99329dd3e5e430d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
a3fe84fca6b75c82145864acc0920dce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unassigned
